AccountNo,Year,Make,Model,VIN,Odometer,SaleDate,TypeDeal,APR,CurrentBalance,AmtToFinance,FirstPayDueDate,PaymentAmount,LastPayAmount,Down,NextPaymentDate,LastPaymentDate,NumberOfPayments,PaymentTerms,PaymentPeriod,NumberTradins,OpenBalance,TotalSalePrice,TotalOfPayments,TradeIn,TradeACV,TradePayoff,FinanceCharge,PrinCollected,IntCollected,SaleNo,Address,City,State,Zip
15431,2011,Volkswagen,Jetta,3VW2K7AJXBM108786,67837,3/11/2019,BS,29.8,6705.17,11208.62,3/22/2019,217.61,0,1500,4/19/2019,4/11/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,11208.62,18473.58,16973.58,0,0,0,5764.96,153.45,281.77,3230,2308 BRISTOL PL,Alpharetta,GA,30022-
15432,2017,Hyundai,Elantra,5NPD84LF2HH174202,76093,2/16/2019,O,24.99,0,12209.64,3/16/2019,390.9,0,2100,3/16/2019,2/23/2019,51,51 MONTHLY,MONTHLY,0,12209.64,22035.9,19935.9,0,0,0,7726.26,0,0,3124,4479 BELLEMEADE DR,Douglasville,GA,30135-
15433,2013,Kia,Optima,KNAGM4AD8D5047584,85476,2/19/2019,OK,24.99,0,9713.21,4/1/2019,313.13,0,400,4/1/2019,3/18/2019,51,51 MONTHLY,MONTHLY,0,10513.21,17569.63,16769.63,0,0,0,6256.42,0,0,3129,434 SHENANDOAH CT,Winder,GA,30680-
15434,2015,Nissan,Altima,1N4AL3AP8FC419090,113927,4/6/2019,BS,29.8,189.45,12419.12,4/20/2019,247.72,0,1600,3/5/2022,3/18/2022,75,75 BI-WEEKLY,BI-WEEKLY,0,12419.12,20179,18579,0,0,0,6159.88,12229.67,6336.5,3299,5885 OAKBROOK PARKWAY,Norcross,GA,30093-
15435,2005,Nissan,Armada,5N1AA08BX5N700279,171265,5/16/2019,BS,29.8,6399.6,10233.38,5/30/2019,224.16,0,1500,9/5/2019,9/17/2019,65,65 BI-WEEKLY,BI-WEEKLY,0,10233.38,16070.4,14570.4,0,0,0,4337.02,683.78,976.7,3393,6890 BROWNS MILL LAKE RD,Lithonia,GA,30038-
15436,2012,Hyundai,Elantra,KMHDH4AE2CU206604,72089,2/23/2019,BS,29.8,6407.72,11189.62,3/9/2019,217.78,0,1200,5/4/2019,5/6/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,11589.62,18586.84,17386.84,0,0,0,5797.22,131.9,652.99,3148,1005 LANDMARK DR,Mcdonough,GA,30252-
15437,2009,Toyota,Camry,4T1BE46K39U892286,0,9/12/2019,BS,29.8,6768.48,10154.75,9/27/2019,202.72,0,900,11/22/2019,11/9/2019,75,75 BI-WEEKLY,BI-WEEKLY,0,10354.75,16304,15404,0,0,0,5049.25,336.27,474.61,3557,320 BROOKE WOOD DR,Peachtree City,GA,30269-
15438,2014,Chevrolet,Impala Limited,2G1WA5E37E1189094,82212,2/27/2019,BS,29.8,2410.22,11395.38,3/13/2019,221.78,0,2000,11/27/2020,11/20/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11395.38,19298.84,17298.84,0,0,0,5903.46,4985.16,4773.16,3162,4227 SHEPPARD XING WAY,Stone Mountain,GA,30083-
15439,2014,Dodge,Charger,2C3CDXBG3EH243507,140353,2/24/2019,BS,29.8,5820.69,12579.88,3/7/2019,256.93,0,2500,9/5/2019,8/23/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,12579.88,20998.96,18498.96,0,0,0,5919.08,1709.19,1733.9,3151,1921 WESTLEY DR,Riverdale,GA,30296-
15440,2012,Toyota,Camry,4T1BF1FK2CU023679,132644,3/20/2019,BS,29.8,6418.68,12584.12,4/5/2019,245.32,0,1800,7/26/2019,7/26/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,12584.12,20934.96,19134.96,0,0,0,6550.84,715.44,1290.68,3259,3540 N CAMP CREEK PKWY SW,Atlanta,GA,30331-
15441,2014,Chevrolet,Impala,1G11Y5SL9EU114346,108078,3/1/2019,BS,29.8,5693.06,13550.62,3/15/2019,263.73,0,2500,9/13/2019,9/16/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,14050.62,23570.94,21070.94,0,0,0,7020.32,1307.56,2033.47,3177,1204 GARDEN LAKE DR,Riverdale,GA,30296-
15442,2013,Dodge,Dart,1C3CDFCA6DD188616,128363,3/27/2019,BS,29.8,0,10068.38,4/10/2019,195.96,0,2300,,,78,78 BI-WEEKLY,BI-WEEKLY,0,10068.38,17584.88,15284.88,0,0,0,5216.5,0,0,3279,3885 CHASTATEE DR,Duluth,GA,30097-
15445,2012,Dodge,Avenger,1C3CDZCB0CN182863,73687,7/23/2019,BS,29.8,7278.51,11464.88,7/30/2019,262.02,231.29,1300,9/15/2019,8/30/2019,62,62 SEMI-MONTHLY,SEMI-MONTHLY,0,11464.88,17776.53,16476.53,0,0,0,5011.65,436.37,350.69,3477,1202 HUNTER RIDGE LN,Norcross,GA,30092-
15446,2013,Nissan,Altima,1N4AL3AP5DC275205,121535,2/23/2019,BS,29.8,6173.3,11369.5,3/9/2019,221.28,0,2000,11/28/2020,4/16/2021,78,78 BI-WEEKLY,BI-WEEKLY,0,11369.5,19259.84,17259.84,0,0,0,5890.34,5158.41,4716,3150,3702 HARVEST GROVE LANE,Conyers,GA,30013-
15447,2012,Chevrolet,Impala,2G1WC5E30C1307610,109465,3/21/2019,BS,29.8,7344.51,11522.25,4/5/2019,224.44,0,1800,11/15/2019,11/9/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,11522.25,19306.32,17506.32,0,0,0,5984.07,1527.74,2063.3,3262,2065 BELMONT CIRCLE,Conyers,GA,30012
15448,2013,Nissan,Altima,1N4AL3AP1DC221884,115497,2/27/2019,BS,29.8,0,12669.5,3/13/2019,246.58,0,1700,,1/10/2022,78,78 BI-WEEKLY,BI-WEEKLY,0,12669.5,20933.24,19233.24,0,0,0,6563.74,12449.48,6340.6,3161,1504 LAKE POINT LANE,Stone Mountain,GA,30088-
15449,2012,Chevrolet,Malibu,1G1ZA5EU8CF369261,114598,2/23/2019,BS,29.8,7549.04,10779.5,3/22/2019,229.61,0,1500,5/22/2019,4/19/2019,72,72 SEMI-MONTHLY,SEMI-MONTHLY,0,10779.5,18031.92,16531.92,0,0,0,5752.42,480.46,482.47,3142,2730 LARKSPUR DR SE,Atlanta,GA,30316-
15451,2013,Hyundai,Sonata,5NPEB4AC0DH543292,119833,6/17/2019,BS,29.8,7728.66,11684.12,7/2/2019,256.14,0,1700,10/8/2019,10/9/2019,65,65 BI-WEEKLY,BI-WEEKLY,0,11684.12,18349.1,16649.1,0,0,0,4964.98,705.46,1060.58,3438,2451 MIRIAM LN,Decatur,GA,30032-
15452,2010,Nissan,Altima,1N4AL2AP9AC137141,140733,2/14/2019,BS,29.8,7147.69,9521,3/1/2019,185.46,0,1200,5/8/2020,4/24/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,9521,15665.88,14465.88,0,0,0,4944.88,2823.31,2925.95,3112,6317 JAMES RD,Austell,GA,30168-
15453,2009,Chevrolet,Malibu,1G1ZK57B69F126243,175602,2/22/2019,BS,29.8,4967.09,6733.38,3/8/2019,147.49,0,2000,1/24/2020,1/21/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,6733.38,11586.85,9586.85,0,0,0,2853.47,1766.29,1625.98,3140,6730 KIMBERLY MILL ROAD,Atlanta,GA,30349-
15454,2011,Chrysler,200,1C3BC4FB7BN550483,147215,2/18/2019,BS,29.8,7377.75,8827.75,3/1/2019,192.89,0,1000,3/1/2019,2/19/2019,65,65 BI-WEEKLY,BI-WEEKLY,0,9227.75,13937.85,12937.85,0,0,0,3710.1,0,1,3126,5544 PETITE PT,Lithonia,GA,30058-
15455,2012,Kia,Forte,KNAFU4A23C5555728,99863,2/23/2019,BS,29.8,7663.26,10548,3/9/2019,231.05,0,1200,1/31/2020,1/15/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,10548,16218.25,15018.25,0,0,0,4470.25,2884.74,2488.01,3145,3484 WARWICK WAY,Snellville,GA,30039
15456,2010,Nissan,Altima,1N4AL2AP7AN541172,139952,2/27/2019,BS,29.8,0,7221,3/16/2019,158.56,0,2500,,9/16/2021,65,65 BI-WEEKLY,BI-WEEKLY,0,7221,12806.4,10306.4,0,0,0,3085.4,7210.71,3060.21,3166,2150 SHROPSHIRE LANE SE,Atlanta,GA,30316-
15457,2015,Mitsubishi,Outlander Sport,4A4AP3AUXFE021073,125097,2/28/2019,BS,29.8,7446.11,12464,3/14/2019,221.31,0,1600,8/15/2019,9/5/2019,91,91 BI-WEEKLY,BI-WEEKLY,0,12864,22139.21,20539.21,0,0,0,7675.21,767.89,1740.76,3176,3134 ESPLANADE CIR SW,Atlanta,GA,30311-
15458,2016,Kia,Forte,KNAFK4A69G5591325,81346,4/11/2019,BS,29.8,4918.64,11462.88,4/27/2019,203.87,0,2000,9/14/2019,9/13/2019,91,91 BI-WEEKLY,BI-WEEKLY,0,11462.88,20552.17,18552.17,0,0,0,7089.29,594.24,1389.65,3309,647 GIBBONS LANE,Scottdale,GA,30079-
15459,2007,Lexus,ES 350,JTHBJ46G372024680,154925,3/8/2019,BS,29.8,7127.08,11316.62,3/22/2019,231.7,0,2000,10/18/2019,10/16/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,11316.62,18682.4,16682.4,0,0,0,5365.78,1539.54,1927.22,3218,525 TRIBBLE GAP,Cumming,GA,30040-
15460,2008,Acura,TL,19UUA66298A005814,106739,3/2/2019,BS,29.8,6014.38,11764.38,3/30/2019,231.59,0,1800,4/13/2019,4/30/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,12514.38,20614.02,18814.02,0,0,0,6299.64,0,83.17,3188,4506 TO LANI TRAIL,Stone Mountain,GA,30083-
15461,2011,Volkswagen,Jetta,3VWDX7AJ7BM332222,111827,2/27/2019,BS,29.8,0,10546.88,3/12/2019,205.1,0,1200,,3/27/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,11046.88,17697.8,16497.8,0,0,0,5450.92,179.8,240.3,3167,2064 BARBARA LANE,Decatur,GA,30032-
15462,2011,INFINITI,G25,JN1DV6AR1BM450354,119263,3/9/2019,BS,29.8,785.92,11917.88,3/23/2019,231.95,0,2000,2/5/2022,1/31/2022,78,78 BI-WEEKLY,BI-WEEKLY,0,11917.88,20092.1,18092.1,0,0,0,6174.22,11131.96,6267.35,3225,206 KINGSPORT DR,Lawrenceville,GA,30046-
15463,2012,Nissan,Altima,1N4AL2AP5CC207110,130966,2/28/2019,BS,29.8,5352.8,9275,3/12/2019,180.22,0,2000,8/16/2019,8/5/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,9275,16057.16,14057.16,0,0,0,4782.16,872.2,1149.56,3173,2503 CLUB PL,Duluth,GA,30096-
15464,2012,Toyota,Camry,4T1BF1FK3CU555569,145329,3/14/2019,BS,29.8,6734.12,11884.12,3/28/2019,231.3,0,2000,5/23/2019,5/24/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,11884.12,20041.4,18041.4,0,0,0,6157.28,500,404.47,3242,1703 SLATE RD,Conley,GA,30288-
15465,2011,Dodge,Charger,2B3CL3CG9BH512189,121520,6/10/2019,BS,29.8,7475.2,12686.38,6/24/2019,237.72,0,2200,12/12/2019,1/7/2020,83,83 BI-WEEKLY,BI-WEEKLY,0,12686.38,21930.76,19730.76,0,0,0,7044.38,961.18,1846.93,3427,4201 PAR THREE WAY,Lithonia,GA,30038-
15466,2012,Nissan,Altima,1N4AL2AP2CN488495,136885,3/1/2019,BS,29.8,6512.74,9875,3/15/2019,192.19,0,1200,12/20/2019,1/9/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,10075,16390.82,15190.82,0,0,0,5115.82,1712.26,2233.54,3179,2406 ASHLEY CLUB CIRCLE,Norcross,GA,30092
15467,2012,Nissan,Altima,1N4AL2AP1CC174087,98658,3/8/2019,BS,29.8,0,10975,3/21/2019,213.43,0,1300,4/30/2020,4/23/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,10975,17947.54,16647.54,0,0,0,5672.54,2940.18,3260.03,3217,2910 BUFORD DR,Buford,GA,30519
15468,2013,Hyundai,Genesis,KMHGC4DD1DU251551,145399,4/27/2019,BS,29.8,6502.08,13005.62,5/11/2019,266.28,0,1500,11/23/2019,12/7/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,13005.62,20672.16,19172.16,0,0,0,6166.54,1187.26,2237.06,3333,4432 WOODBANK LANE,Decatur,GA,30034-
15469,2013,Kia,Forte,KNAFU4A26D5709849,103966,2/23/2019,BS,29.8,8060.48,8288.5,3/9/2019,169.7,0,2000,8/10/2019,8/28/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,8288.5,14218.4,12218.4,0,0,0,3929.9,678.02,1190.48,3143,3190 SPICY CEDAR LANE,Lithonia,GA,30038-
15470,2013,Hyundai,Elantra,5NPDH4AE7DH309677,105512,2/28/2019,BS,29.8,5932.38,10932.38,3/15/2019,212.95,0,1400,3/15/2019,,78,78 BI-WEEKLY,BI-WEEKLY,0,10932.38,18010.1,16610.1,0,0,0,5677.72,0,0,3175,183 MOUNT ZION RD SE,Atlanta,GA,30354-
15471,2013,Dodge,Avenger,1C3CDZAB3DN754108,95878,3/11/2019,BS,29.8,0,11289.62,3/29/2019,231.9,0,1500,,12/30/2021,72,72 BI-WEEKLY,BI-WEEKLY,0,11289.62,18196.8,16696.8,0,0,0,5407.18,11156.02,5525.78,3234,722 SCENIC CREEK DR,Lawrenceville,GA,30046-
15472,2014,Kia,Optima,5XXGM4A7XEG288671,95918,3/4/2019,OK,25,400,9400,4/4/2019,338.01,0,800,4/4/2019,4/12/2019,42,42 MONTHLY,MONTHLY,0,10200,15996.42,14996.42,0,0,0,4796.42,0,0,3193,118 BELMONT LANE,Lawrenceville,GA,30046-
15473,2009,GMC,Yukon,1GKFC03289J120624,161534,3/9/2019,BS,29.8,1365.48,16614.75,3/23/2019,323.37,0,3500,2/5/2022,1/29/2022,78,78 BI-WEEKLY,BI-WEEKLY,0,17114.75,29222.86,25722.86,0,0,0,8608.11,15249.27,8985.75,3220,1417 POST OAK DR,Clarkston,GA,30021-
15474,2010,Lexus,RX 350,2T2ZK1BA4AC039240,113560,2/20/2019,C,0,0,0,2/20/2019,14150.25,0,14150.25,2/20/2019,2/20/2019,1,,MONTHLY,0,0,14150.25,14150.25,0,0,0,0,0,0,3135,2156 WRIGHTS MILL CIRCLE,Atlanta,GA,30324-
15475,2013,Chrysler,200,1C3CCBBB6DN703887,90283,2/21/2019,BS,29.8,0,11317.75,3/7/2019,220.27,0,1000,,2/6/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11817.75,18681.06,17681.06,0,0,0,5863.31,2435.28,2886.93,3136,1420 OAK HILL RD,Covington,GA,30016-
15477,2011,Kia,Optima,KNAGN4A79B5123043,128649,3/9/2019,BS,29.8,-2068.72,11635.75,3/23/2019,254.88,0,1700,5/15/2021,5/4/2021,65,65 BI-WEEKLY,BI-WEEKLY,0,11635.75,18267.2,16567.2,0,0,0,4931.45,9404.47,4868.81,3222,5185 RIVER ROAD,Ellenwood,GA,30294-
15478,2011,Chrysler,200,1C3BC4FB7BN550483,0,2/26/2019,BS,29.8,8416.01,9027.75,3/16/2019,214.83,0,1200,2/19/2020,12/19/2019,60,60 SEMI-MONTHLY,SEMI-MONTHLY,0,9027.75,14089.8,12889.8,0,0,0,3862.05,1061.74,1731.05,3098,1322 THE FALLS PKWY,Duluth,GA,30096-
15479,2012,Nissan,Altima,1N4AL2AP7CN422234,125545,3/14/2019,BS,29.8,7525,10775,3/28/2019,209.71,0,1000,3/28/2019,,78,78 BI-WEEKLY,BI-WEEKLY,0,11275,17857.38,16857.38,0,0,0,5582.38,0,0,3240,135 CACTUS LANE,Stockbridge,GA,30281-
15480,2016,Kia,Forte,KNAFX4A67G5505933,57620,5/10/2019,BS,29.8,4242.8,11662.88,5/25/2019,255.68,0,1500,6/6/2020,5/26/2020,65,65 BI-WEEKLY,BI-WEEKLY,0,11962.88,18419.2,16919.2,0,0,0,4956.32,3820.08,3083.92,3387,4448 WATSON RIDGE DR,Stone Mountain,GA,30083-
15481,2009,Nissan,Murano,JN8AZ18U19W031621,110193,4/4/2019,BS,29.8,6226.21,12450.25,4/19/2019,242.51,0,1800,11/15/2019,11/15/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,12450.25,20715.78,18915.78,0,0,0,6465.53,1394.04,2163.97,3295,1775 TUFTSTOWN CT,Snellville,GA,30078-
15482,2012,Hyundai,Sonata,5NPEC4AB9CH446143,112677,3/1/2019,BS,29.8,6764.41,11662.75,3/8/2019,225.69,0,1700,5/17/2019,4/18/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,11662.75,19303.82,17603.82,0,0,0,5941.07,348.34,328.73,3180,4 HIDDEN CHASE,Stone Mountain,GA,30088-
15483,2012,Chevrolet,Impala,2G1WG5E34C1214495,129648,3/21/2019,BS,29.8,4590.23,9284,3/30/2019,179.95,0,1500,6/20/2020,7/2/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,9284,15536.1,14036.1,0,0,0,4752.1,2693.77,3086.08,3264,5100 WEST MOUNTAIN STREET,Stone Mountain,GA,30083-
15484,2011,Chevrolet,Malibu,1G1ZC5E14BF375881,85286,3/12/2019,BS,29.8,4769.26,11646.88,3/26/2019,226.68,0,1500,6/16/2020,6/26/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11746.88,19281.04,17781.04,0,0,0,6034.16,3427.62,3839.04,3235,2250 PELICAN DRIVE  #515,Norcross,GA,30071-
15486,2011,Hyundai,Sonata,5NPEC4AB4BH302840,124513,4/16/2019,BS,29.8,6051.66,11011,4/30/2019,225.44,0,1300,11/26/2019,11/13/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,11011,17531.68,16231.68,0,0,0,5220.68,1609.34,1777.22,3320,1332 MELROSE WOODS LANE,Lawrenceville,GA,30045-
15487,2011,Nissan,Altima,1N4AL2AP6BC182815,125271,3/6/2019,BS,29.8,5438.56,10245.75,3/16/2019,209.09,0,1500,2/1/2020,2/6/2020,72,72 BI-WEEKLY,BI-WEEKLY,0,10245.75,16554.48,15054.48,0,0,0,4808.73,2357.19,2477.34,3209,1110 MANER TERRACE SE,Atlanta,GA,30339-
15488,2011,Volkswagen,Jetta,3VWLX7AJ7BM364941,113778,4/12/2019,BS,29.8,6331.78,10575,4/26/2019,205.82,0,1200,11/22/2019,11/20/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,10575,17253.96,16053.96,0,0,0,5478.96,1293.22,1796.97,3313,270 LAMAR LANE,Covington,GA,30016-
15490,2013,Chevrolet,Malibu,1G11C5SA5DF199377,123877,3/9/2019,O,24.99,0,8033.12,4/9/2019,371.81,0,2000,4/9/2019,3/14/2019,29,29 MONTHLY,MONTHLY,0,8033.12,12782.49,10782.49,0,0,0,2749.37,0,0,3224,168 GOLDLEAF DR,Hampton,GA,30228-
15491,2013,Hyundai,Elantra,5NPDH4AE8DH416477,91387,3/7/2019,BS,29.8,6538.75,11132.38,3/16/2019,212.44,0,1700,5/25/2019,6/12/2019,80,80 BI-WEEKLY,BI-WEEKLY,0,11132.38,18695.2,16995.2,0,0,0,5862.82,343.63,689.22,3216,2700 PARK CROSSING WAY APT1302,Lilburn,GA,30047
15492,2007,Lexus,IS 250,JTHBK262875039700,0,3/2/2019,BS,29.8,7369.34,10516.62,3/16/2019,204.68,0,1500,8/3/2019,8/20/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,10816.62,17765.04,16265.04,0,0,0,5448.42,592.6,1319.75,3190,1660 PEACHTREE ST NW APT 6108,Atlanta,GA,30309-
15493,2004,Toyota,Corolla,1NXBR32E84Z216360,0,3/9/2019,BS,29.8,0,4846.75,3/23/2019,106.17,0,800,,2/9/2021,65,65 BI-WEEKLY,BI-WEEKLY,0,4846.75,7701.05,6901.05,0,0,0,2054.3,3373.74,1934.76,3223,6350 OAKLEY RD APT 1504,Union City,GA,30291-
15494,2010,Ford,Focus,1FAHP3HN5AW214714,0,3/19/2019,BS,29.8,6372.12,8222.12,3/30/2019,179.66,0,1000,4/13/2019,4/30/2019,65,65 BI-WEEKLY,BI-WEEKLY,0,8222.12,12677.9,11677.9,0,0,0,3455.78,0,0,3252,2225 HIGHPOINT RD,Snellville,GA,30078-
15495,2014,Volkswagen,Passat,1VWAS7A3XEC081155,50095,3/15/2019,OK,22.99,0,12290,4/15/2019,379.71,0,600,4/15/2019,3/25/2019,51,51 MONTHLY,MONTHLY,0,8993.43,20615.21,20015.21,0,0,0,7075.21,0,0,3248,3902 POPLAR POINTE DR,COLLEGE PARK,GA,30349-
15496,2015,Chevrolet,Sonic,1G1JA5SH4F4107953,82681,3/11/2019,OK,24.99,1499.13,6318.83,4/25/2019,263.73,0,1000,4/25/2019,4/11/2019,34,34 MONTHLY,MONTHLY,0,6618.83,10266.82,9266.82,0,0,0,2647.99,0,0,3229,1470 BOGGS RD APT 402,Duluth,GA,30096-
15497,2015,Chevrolet,Malibu,1G11B5SL8FF281613,110490,3/29/2019,BS,29.8,11360.66,11822.5,4/12/2019,230.1,0,1700,7/19/2019,7/25/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,11822.5,19647.8,17947.8,0,0,0,6125.3,461.84,1117.81,3286,605 MAYLAND AVE SW,Atlanta,GA,30310-
15498,2007,Ford,Expedition EL,1FMFK15557LA27875,122968,6/22/2019,BS,29.8,0,11726.62,7/6/2019,244.53,0,1500,,6/22/2019,70,70 BI-WEEKLY,BI-WEEKLY,0,11726.62,18617.1,17117.1,0,0,0,5390.48,0,0,3446,4662 CENTURIAN WAY VW,Snellville,GA,30039-
15499,2008,INFINITI,QX56,5N3AA08D58N908860,141057,4/22/2019,BS,29.8,6189.35,12351.62,5/6/2019,240.4,0,1600,8/12/2019,8/9/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,12351.62,20351.2,18751.2,0,0,0,6399.58,612.27,1070.69,3319,129 SANDALWOOD CIRCLE,Lawrenceville,GA,30046-
15501,2010,Dodge,Nitro,1D4PT7GX8AW163501,116904,3/15/2019,BS,29.8,5771.48,10289.62,3/22/2019,224.1,0,1500,11/15/2019,12/3/2019,65,65 BI-WEEKLY,BI-WEEKLY,0,10289.62,16066.5,14566.5,0,0,0,4276.88,1818.14,1954.38,3246,4021 LAKEMONT DR,Atlanta,GA,30337-
15502,2014,Nissan,Altima,1N4AL3AP4EC162296,116832,3/16/2019,BS,29.8,6758.44,12230.25,3/30/2019,238.03,0,1200,9/7/2019,8/26/2019,78,78 BI-WEEKLY,BI-WEEKLY,0,12730.25,20266.34,19066.34,0,0,0,6336.09,1021.81,1583.63,3251,109 MALLARD LANE,Carrollton,GA,30117-
15503,2013,Dodge,Charger,2C3CDXFG1DH571842,141695,5/17/2019,BS,29.8,6526.07,12854,5/31/2019,228.23,0,2000,2/17/2020,12/19/2019,91,91 BI-WEEKLY,BI-WEEKLY,0,13554,23468.93,21468.93,0,0,0,7914.93,577.93,2091.55,3396,658 SCHOOL CT,Columbus,GA,31907-
15504,2013,Chevrolet,Impala,2G1WG5E36D1233437,94687,3/26/2019,BS,29.8,5806.52,10924.5,4/10/2019,227.99,0,1400,10/9/2019,10/4/2019,70,70 BI-WEEKLY,BI-WEEKLY,0,10924.5,17359.3,15959.3,0,0,0,5034.8,1367.98,1628.23,3273,2800 MISTY WATERS DR,Decatur,GA,30032-
15505,2012,Volkswagen,Jetta,3VW2K7AJ0CM464570,128234,9/14/2019,BS,29.8,0,10740.12,10/2/2019,224.69,0,1000,,10/14/2020,70,70 BI-WEEKLY,BI-WEEKLY,0,10740.12,16728.3,15728.3,0,0,0,4988.18,3003.84,3062.79,3561,1704 TREEHILLS PKWY,Stone Mountain,GA,30088-
15506,2011,Honda,Accord,1HGCP2F35BA075877,124241,4/2/2019,BS,29.8,5320.85,11044.75,4/17/2019,226.32,0,1800,8/21/2019,8/8/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,11044.75,18095.04,16295.04,0,0,0,5250.29,923.9,1112.98,3289,461 OLD DIXIE WAY,Forest Park,GA,30297-
15507,2013,Hyundai,Sonata,5NPEB4AC6DH673982,110156,8/10/2019,BS,29.8,3438.45,11969.12,8/16/2019,267.41,0,1415,10/16/2020,10/14/2020,65,65 SEMI-MONTHLY,SEMI-MONTHLY,0,11969.12,18796.65,17381.65,0,0,0,5412.53,3820.67,3570.18,3504,5031 HICKORY CIRCLE,Ellenwood,GA,30294-
15508,2011,KIA,SOUL,KNDJT2A22B7733295,87518,3/19/2019,BS,29.8,7330.99,10771.25,4/6/2019,221.25,0,1060,10/5/2019,10/29/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,11221.25,17440,16380,0,0,0,5158.75,990.26,1782.43,3257,414 WHITNEY CHASE,Stone Mountain,GA,30088-
15510,2009,GMC,YUKON,1GKFK06209R239462,150401,3/23/2019,O,24.99,0,14642.5,4/23/2019,429.69,0,4000,4/23/2019,4/24/2019,60,60 MONTHLY,MONTHLY,0,13838.9,30281.4,25781.4,0,0,0,11138.9,0,0,3271,420 VALLEY LAKE DR,Stone Mountain,GA,30087
15511,2013,Hyundai,Elantra,5NPDH4AE7DH348270,61780,3/28/2019,BS,29.8,4661.86,11332.38,4/11/2019,220.56,0,1500,1/2/2020,1/13/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11332.38,18703.68,17203.68,0,0,0,5871.3,1620.52,2512.41,3283,481 HAMBRICK RD,Stone Mountain,GA,30083-
15512,2015,Nissan,Sentra,3N1AB7AP2FY306895,83778,3/29/2019,BS,29.8,6865.67,12733.62,4/13/2019,261.91,0,1500,3/29/2020,3/27/2020,75,75 SEMI-MONTHLY,SEMI-MONTHLY,0,12933.62,21343.25,19843.25,0,0,0,6909.63,2617.95,3423.72,3285,3379 FLAT SHOALS ROAD,Decatur,GA,30034-
15513,2015,Hyundai,Sonata,5NPE24AF3FH068704,120618,2/27/2020,BS,29.8,0,11728.9,3/13/2020,228.46,0,1700,,8/14/2020,78,78 BI-WEEKLY,BI-WEEKLY,0,11728.9,19519.88,17819.88,0,0,0,6090.98,866.27,1574.79,3953,1303 STONE MILL COVE,Stone Mountain,GA,30083-
15514,2013,KIA,OPTIMA,KNAGM4AD4D5061658,94289,3/29/2019,BS,29.8,6724.98,12187.5,4/12/2019,243.1,0,1200,8/2/2019,8/5/2019,75,75 BI-WEEKLY,BI-WEEKLY,0,12687.5,19932.5,18732.5,0,0,0,6045,812.52,1262.14,3284,2293 PALMETTO AVE SW,Atlanta,GA,30331-
15515,2012,Volkswagen,Jetta,3VWDP7AJ9CM364977,103791,4/13/2019,BS,29.8,6246.63,10569.38,4/27/2019,231.52,0,1200,9/14/2019,9/13/2019,65,65 BI-WEEKLY,BI-WEEKLY,0,10569.38,16248.8,15048.8,0,0,0,4479.42,1072.75,1250.93,3317,2869 RAMBLING WAY,Lithonia,GA,30058-
15516,2007,Lexus,IS 250,JTHBK262775034150,0,5/17/2019,BS,29.8,0,13366.62,6/1/2019,260.36,0,2400,,9/17/2021,78,78 BI-WEEKLY,BI-WEEKLY,0,13366.62,22708.08,20308.08,0,0,0,6941.46,13238.51,6312.87,3300,2896 HOGAN RD,EAST POINT,GA,30344-
15517,2016,Hyundai,Accent,KMHCT4AE4GU125734,116838,4/2/2019,BS,29.8,6448.42,9635.88,4/19/2019,197.77,0,1300,8/9/2019,8/12/2019,72,72 BI-WEEKLY,BI-WEEKLY,0,9635.88,15539.44,14239.44,0,0,0,4603.56,637.46,1018.08,3290,2886 SPRUCE CIRCLE,Snellville,GA,30078-
